Station,Station.1,Station.2,Station.3,Station.4,Station.5,Station.6,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm),Date,Flood
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/16/2022 8:30,125.6,2022-07-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/17/2022 8:30,198.8,2022-07-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/18/2022 8:30,63.4,2022-07-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/19/2022 8:30,33.6,2022-07-19,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/20/2022 8:30,45.4,2022-07-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/21/2022 8:30,22.4,2022-07-21,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/22/2022 8:30,27.6,2022-07-22,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/23/2022 8:30,43.2,2022-07-23,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/24/2022 8:30,45.6,2022-07-24,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/25/2022 8:30,32.4,2022-07-25,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/26/2022 8:30,67.4,2022-07-26,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/27/2022 8:30,32.2,2022-07-27,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/28/2022 8:30,18.2,2022-07-28,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/30/2022 8:30,45.0,2022-07-30,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/31/2022 8:30,22.0,2022-07-31,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-01-2022 08:30,66.0,2022-01-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-02-2022 08:30,22.0,2022-02-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-03-2022 08:30,45.6,2022-03-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-04-2022 08:30,75.2,2022-04-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-05-2022 08:30,230.4,2022-05-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-06-2022 08:30,253.0,2022-06-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-07-2022 08:30,165.6,2022-07-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-08-2022 08:30,221.2,2022-08-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-09-2022 08:30,174.4,2022-09-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-10-2022 08:30,138.4,2022-10-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-11-2022 08:30,147.4,2022-11-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-12-2022 08:30,129.4,2022-12-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/13/2022 8:30,92.4,2022-08-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/14/2022 8:30,66.2,2022-08-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/15/2022 8:30,48.0,2022-08-15,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/16/2022 8:30,49.0,2022-08-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/17/2022 8:30,84.0,2022-08-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/18/2022 8:30,75.2,2022-08-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/19/2022 8:30,82.2,2022-08-19,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/20/2022 8:30,48.0,2022-08-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/21/2022 8:30,75.2,2022-08-21,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/22/2022 8:30,35.6,2022-08-22,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/23/2022 8:30,43.4,2022-08-23,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/24/2022 8:30,49.0,2022-08-24,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/25/2022 8:30,42.0,2022-08-25,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/26/2022 8:30,10.0,2022-08-26,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/28/2022 8:30,45.0,2022-08-28,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/30/2022 8:30,18.0,2022-08-30,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/31/2022 8:30,28.0,2022-08-31,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-01-2022 08:30,26.0,2022-01-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-02-2022 08:30,18.0,2022-02-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-03-2022 08:30,15.0,2022-03-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-06-2022 08:30,2.0,2022-06-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-07-2022 08:30,41.0,2022-07-09,1
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-08-2022 08:30,28.0,2022-08-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-09-2022 08:30,40.0,2022-09-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-10-2022 08:30,30.0,2022-10-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-11-2022 08:30,263.0,2022-11-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,09-12-2022 08:30,218.6,2022-12-09,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/13/2022 8:30,264.8,2022-09-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/14/2022 8:30,68.6,2022-09-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/15/2022 8:30,132.8,2022-09-15,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/16/2022 8:30,128.4,2022-09-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/17/2022 8:30,88.6,2022-09-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/18/2022 8:30,38.6,2022-09-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/20/2022 8:30,3.0,2022-09-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/23/2022 8:30,3.0,2022-09-23,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/25/2022 8:30,23.6,2022-09-25,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/26/2022 8:30,8.0,2022-09-26,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,9/30/2022 8:30,38.0,2022-09-30,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-01-2022 08:30,199.6,2022-01-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-02-2022 08:30,88.0,2022-02-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-06-2022 08:30,18.2,2022-06-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-07-2022 08:30,48.4,2022-07-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-08-2022 08:30,5.2,2022-08-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-11-2022 08:30,66.6,2022-11-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10-12-2022 08:30,18.6,2022-12-10,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/13/2022 8:30,8.0,2022-10-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/14/2022 8:30,49.4,2022-10-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/15/2022 8:30,47.0,2022-10-15,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/16/2022 8:30,20.0,2022-10-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/17/2022 8:30,51.0,2022-10-17,1
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/18/2022 8:30,18.0,2022-10-18,1
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/19/2022 8:30,1.0,2022-10-19,1
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,10/20/2022 8:30,28.0,2022-10-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,06-11-2023 08:30,20.8,2023-11-06,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,06-12-2023 08:30,13.2,2023-12-06,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/13/2023 8:30,2.0,2023-06-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/14/2023 8:30,25.9,2023-06-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/16/2023 8:30,5.2,2023-06-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/17/2023 8:30,24.6,2023-06-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/18/2023 8:30,17.2,2023-06-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/19/2023 8:30,19.4,2023-06-19,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/23/2023 8:30,11.0,2023-06-23,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/24/2023 8:30,99.6,2023-06-24,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/25/2023 8:30,151.4,2023-06-25,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/26/2023 8:30,102.0,2023-06-26,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/27/2023 8:30,63.4,2023-06-27,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/28/2023 8:30,52.6,2023-06-28,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/29/2023 8:30,68.8,2023-06-29,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,6/30/2023 8:30,59.0,2023-06-30,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-01-2023 08:30,60.6,2023-01-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-02-2023 08:30,100.4,2023-02-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-03-2023 08:30,99.2,2023-03-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-04-2023 08:30,35.6,2023-04-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-05-2023 08:30,64.8,2023-05-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-06-2023 08:30,182.6,2023-06-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-07-2023 08:30,133.6,2023-07-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-08-2023 08:30,134.8,2023-08-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-09-2023 08:30,74.6,2023-09-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-10-2023 08:30,39.8,2023-10-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-11-2023 08:30,16.6,2023-11-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,07-12-2023 08:30,20.6,2023-12-07,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/13/2023 8:30,87.8,2023-07-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/14/2023 8:30,103.0,2023-07-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/15/2023 8:30,126.6,2023-07-15,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/16/2023 8:30,98.6,2023-07-16,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/17/2023 8:30,133.6,2023-07-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/18/2023 8:30,184.6,2023-07-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/19/2023 8:30,304.6,2023-07-19,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/20/2023 8:30,159.4,2023-07-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/21/2023 8:30,337.6,2023-07-21,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/22/2023 8:30,237.8,2023-07-22,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/23/2023 8:30,184.4,2023-07-23,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/24/2023 8:30,312.4,2023-07-24,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/25/2023 8:30,202.6,2023-07-25,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/26/2023 8:30,206.6,2023-07-26,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/27/2023 8:30,178.4,2023-07-27,1
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/28/2023 8:30,121.8,2023-07-28,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/29/2023 8:30,71.4,2023-07-29,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/30/2023 8:30,56.8,2023-07-30,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,7/31/2023 8:30,71.6,2023-07-31,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-01-2023 08:30,109.6,2023-01-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-02-2023 08:30,117.8,2023-02-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-03-2023 08:30,128.6,2023-03-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-04-2023 08:30,50.4,2023-04-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-05-2023 08:30,43.0,2023-05-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-06-2023 08:30,112.4,2023-06-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-07-2023 08:30,32.6,2023-07-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-08-2023 08:30,33.6,2023-08-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-09-2023 08:30,34.6,2023-09-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-10-2023 08:30,15.6,2023-10-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-11-2023 08:30,5.2,2023-11-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,08-12-2023 08:30,7.4,2023-12-08,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/13/2023 8:30,25.6,2023-08-13,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/14/2023 8:30,41.8,2023-08-14,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/15/2023 8:30,10.2,2023-08-15,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/17/2023 8:30,43.4,2023-08-17,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/18/2023 8:30,62.6,2023-08-18,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/19/2023 8:30,38.6,2023-08-19,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/20/2023 8:30,21.4,2023-08-20,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/21/2023 8:30,13.2,2023-08-21,0
Amboli,Maharashtra,Sindudurg,SAWANTWADI,Terekhol,West flowing rivers from Tapi to Tadri,-,Terekhol,15.96111111,74.0,8/24/2023 8:30,10.2,2023-08-24,0
